invoice;date;name;street;zipcode;city;email;product;total
2013;25/02/2013;Bart ;Celestijnenlaan 200A;3000;Leuven;bart@xx.eu;Cloud computing resource for 24/01/2013 to 24/02/2013;0
2013;25/02/2013;Bart ;Celestijnenlaan 200A;3000;Leuven;bart@xx.eu;Cloud computing resource for 24/01/2013 to 24/02/2013;1342
2013;25/02/2013;Bart ;Celestijnenlaan 200A;3000;Leuven;bart@xx.eu;Cloud computing resource for 24/01/2013 to 24/02/2013;2684
2013;25/02/2013;Bart ;Celestijnenlaan 200A;3000;Leuven;bart@xx.eu;Cloud computing resource for 24/01/2013 to 24/02/2013;4026
2013;25/02/2013;Bart ;Celestijnenlaan 200A;3000;Leuven;bart@xx.eu;Cloud computing resource for 24/01/2013 to 24/02/2013;5368
2013;25/02/2013;Bart ;Celestijnenlaan 200A;3000;Leuven;bart@xx.eu;Cloud computing resource for 24/01/2013 to 24/02/2013;6710
2013;25/02/2013;Bart ;Celestijnenlaan 200A;3000;Leuven;bart@xx.eu;Cloud computing resource for 24/01/2013 to 24/02/2013;8052
2013;25/02/2013;Bart ;Celestijnenlaan 200A;3000;Leuven;bart@xx.eu;Cloud computing resource for 24/01/2013 to 24/02/2013;9394
2013;25/02/2013;Bart ;Celestijnenlaan 200A;3000;Leuven;bart@xx.eu;Cloud computing resource for 24/01/2013 to 24/02/2013;10736
2013;25/02/2013;Bart ;Celestijnenlaan 200A;3000;Leuven;bart@xx.eu;Cloud computing resource for 24/01/2013 to 24/02/2013;12078
2013;25/02/2013;Bart ;Celestijnenlaan 200A;3000;Leuven;bart@xx.eu;Cloud computing resource for 24/01/2013 to 24/02/2013;13420
2013;25/02/2013;Bart ;Celestijnenlaan 200A;3000;Leuven;bart@xx.eu;Cloud computing resource for 24/01/2013 to 24/02/2013;14762
2013;25/02/2013;Bart ;Celestijnenlaan 200A;3000;Leuven;bart@xx.eu;Cloud computing resource for 24/01/2013 to 24/02/2013;16104
2013;25/02/2013;Bart ;Celestijnenlaan 200A;3000;Leuven;bart@xx.eu;Cloud computing resource for 24/01/2013 to 24/02/2013;17446
2013;25/02/2013;Bart ;Celestijnenlaan 200A;3000;Leuven;bart@xx.eu;Cloud computing resource for 24/01/2013 to 24/02/2013;18788
2013;25/02/2013;Bart ;Celestijnenlaan 200A;3000;Leuven;bart@xx.eu;Cloud computing resource for 24/01/2013 to 24/02/2013;20130
2013;25/02/2013;Bart ;Celestijnenlaan 200A;3000;Leuven;bart@xx.eu;Cloud computing resource for 24/01/2013 to 24/02/2013;21472
2013;25/02/2013;Bart ;Celestijnenlaan 200A;3000;Leuven;bart@xx.eu;Cloud computing resource for 24/01/2013 to 24/02/2013;22814
2013;25/02/2013;Bart ;Celestijnenlaan 200A;3000;Leuven;bart@xx.eu;Cloud computing resource for 24/01/2013 to 24/02/2013;24156
2013;25/02/2013;Bart ;Celestijnenlaan 200A;3000;Leuven;bart@xx.eu;Cloud computing resource for 24/01/2013 to 24/02/2013;25498
2013;25/02/2013;Bart ;Celestijnenlaan 200A;3000;Leuven;bart@xx.eu;Cloud computing resource for 24/01/2013 to 24/02/2013;26840
2013;25/02/2013;Bart ;Celestijnenlaan 200A;3000;Leuven;bart@xx.eu;Cloud computing resource for 24/01/2013 to 24/02/2013;28182
2013;25/02/2013;Bart ;Celestijnenlaan 200A;3000;Leuven;bart@xx.eu;Cloud computing resource for 24/01/2013 to 24/02/2013;29524
2013;25/02/2013;Bart ;Celestijnenlaan 200A;3000;Leuven;bart@xx.eu;Cloud computing resource for 24/01/2013 to 24/02/2013;30866
2013;25/02/2013;Bart ;Celestijnenlaan 200A;3000;Leuven;bart@xx.eu;Cloud computing resource for 24/01/2013 to 24/02/2013;32208
2013;25/02/2013;Bart ;Celestijnenlaan 200A;3000;Leuven;bart@xx.eu;Cloud computing resource for 24/01/2013 to 24/02/2013;33550
2013;25/02/2013;Bart ;Celestijnenlaan 200A;3000;Leuven;bart@xx.eu;Cloud computing resource for 24/01/2013 to 24/02/2013;34892
2013;25/02/2013;Bart ;Celestijnenlaan 200A;3000;Leuven;bart@xx.eu;Cloud computing resource for 24/01/2013 to 24/02/2013;36234
2013;25/02/2013;Bart ;Celestijnenlaan 200A;3000;Leuven;bart@xx.eu;Cloud computing resource for 24/01/2013 to 24/02/2013;37576
2013;25/02/2013;Bart ;Celestijnenlaan 200A;3000;Leuven;bart@xx.eu;Cloud computing resource for 24/01/2013 to 24/02/2013;38918
2013;25/02/2013;Bart ;Celestijnenlaan 200A;3000;Leuven;bart@xx.eu;Cloud computing resource for 24/01/2013 to 24/02/2013;40260
2013;25/02/2013;Bart ;Celestijnenlaan 200A;3000;Leuven;bart@xx.eu;Cloud computing resource for 24/01/2013 to 24/02/2013;41602
2013;25/02/2013;Bart ;Celestijnenlaan 200A;3000;Leuven;bart@xx.eu;Cloud computing resource for 24/01/2013 to 24/02/2013;42944
2013;25/02/2013;Bart ;Celestijnenlaan 200A;3000;Leuven;bart@xx.eu;Cloud computing resource for 24/01/2013 to 24/02/2013;44286
2013;25/02/2013;Bart ;Celestijnenlaan 200A;3000;Leuven;bart@xx.eu;Cloud computing resource for 24/01/2013 to 24/02/2013;45628
2013;25/02/2013;Bart ;Celestijnenlaan 200A;3000;Leuven;bart@xx.eu;Cloud computing resource for 24/01/2013 to 24/02/2013;46970
2013;25/02/2013;Bart ;Celestijnenlaan 200A;3000;Leuven;bart@xx.eu;Cloud computing resource for 24/01/2013 to 24/02/2013;48312
2013;25/02/2013;Bart ;Celestijnenlaan 200A;3000;Leuven;bart@xx.eu;Cloud computing resource for 24/01/2013 to 24/02/2013;49654
2013;25/02/2013;Bart ;Celestijnenlaan 200A;3000;Leuven;bart@xx.eu;Cloud computing resource for 24/01/2013 to 24/02/2013;50996
2013;25/02/2013;Bart ;Celestijnenlaan 200A;3000;Leuven;bart@xx.eu;Cloud computing resource for 24/01/2013 to 24/02/2013;52338
2013;25/02/2013;Bart ;Celestijnenlaan 200A;3000;Leuven;bart@xx.eu;Cloud computing resource for 24/01/2013 to 24/02/2013;53680
2013;25/02/2013;Bart ;Celestijnenlaan 200A;3000;Leuven;bart@xx.eu;Cloud computing resource for 24/01/2013 to 24/02/2013;55022
2013;25/02/2013;Bart ;Celestijnenlaan 200A;3000;Leuven;bart@xx.eu;Cloud computing resource for 24/01/2013 to 24/02/2013;56364
2013;25/02/2013;Bart ;Celestijnenlaan 200A;3000;Leuven;bart@xx.eu;Cloud computing resource for 24/01/2013 to 24/02/2013;57706
2013;25/02/2013;Bart ;Celestijnenlaan 200A;3000;Leuven;bart@xx.eu;Cloud computing resource for 24/01/2013 to 24/02/2013;59048
2013;25/02/2013;Bart ;Celestijnenlaan 200A;3000;Leuven;bart@xx.eu;Cloud computing resource for 24/01/2013 to 24/02/2013;60390
